text_id	sentence_id	emotion
ISEAR_253	253	fear
ISEAR_254	254	anger
ISEAR_255	255	sadness
ISEAR_256	256	disgust
ISEAR_257	257	shame
ISEAR_258	258	guilt
ISEAR_259	259	joy
ISEAR_260	260	fear
ISEAR_261	261	anger
ISEAR_262	262	sadness
ISEAR_263	263	disgust
ISEAR_264	264	shame
ISEAR_265	265	guilt
ISEAR_266	266	joy
ISEAR_267	267	fear
ISEAR_268	268	anger
ISEAR_269	269	sadness
ISEAR_270	270	disgust
ISEAR_271	271	shame
ISEAR_272	272	guilt
ISEAR_273	273	joy
ISEAR_274	274	fear
ISEAR_275	275	anger
ISEAR_276	276	sadness
ISEAR_277	277	disgust
ISEAR_278	278	shame
ISEAR_279	279	guilt
ISEAR_280	280	joy
ISEAR_281	281	fear
ISEAR_282	282	anger
ISEAR_283	283	sadness
ISEAR_284	284	disgust
ISEAR_285	285	guilt
ISEAR_286	286	joy
ISEAR_287	287	fear
ISEAR_288	288	anger
ISEAR_289	289	sadness
ISEAR_290	290	disgust
ISEAR_291	291	shame
ISEAR_292	292	guilt
ISEAR_293	293	joy
ISEAR_294	294	fear
ISEAR_295	295	anger
ISEAR_296	296	sadness
ISEAR_297	297	disgust
ISEAR_298	298	shame
ISEAR_299	299	guilt
ISEAR_300	300	joy
ISEAR_301	301	fear
ISEAR_302	302	anger
ISEAR_303	303	sadness
ISEAR_304	304	disgust
ISEAR_305	305	shame
ISEAR_306	306	guilt
ISEAR_307	307	joy
ISEAR_308	308	fear
ISEAR_309	309	anger
ISEAR_310	310	sadness
ISEAR_311	311	disgust
ISEAR_312	312	shame
ISEAR_313	313	guilt
ISEAR_314	314	joy
ISEAR_315	315	fear
ISEAR_316	316	anger
ISEAR_317	317	sadness
ISEAR_318	318	disgust
ISEAR_319	319	shame
ISEAR_320	320	guilt
ISEAR_321	321	joy
ISEAR_322	322	fear
ISEAR_323	323	anger
ISEAR_324	324	sadness
ISEAR_325	325	disgust
ISEAR_326	326	shame
ISEAR_327	327	guilt
ISEAR_328	328	joy
ISEAR_329	329	fear
ISEAR_330	330	anger
ISEAR_331	331	sadness
ISEAR_332	332	disgust
ISEAR_333	333	shame
ISEAR_334	334	guilt
ISEAR_335	335	joy
ISEAR_336	336	fear
ISEAR_337	337	anger
ISEAR_338	338	sadness
ISEAR_339	339	disgust
ISEAR_340	340	shame
ISEAR_341	341	guilt
ISEAR_342	342	joy
ISEAR_343	343	fear
ISEAR_344	344	anger
ISEAR_345	345	sadness
ISEAR_346	346	disgust
ISEAR_347	347	shame
ISEAR_348	348	guilt
ISEAR_349	349	joy
ISEAR_350	350	fear
ISEAR_351	351	anger
ISEAR_352	352	sadness
ISEAR_353	353	disgust
ISEAR_354	354	shame
ISEAR_355	355	guilt
ISEAR_356	356	joy
ISEAR_357	357	fear
ISEAR_358	358	anger
ISEAR_359	359	sadness
ISEAR_360	360	disgust
ISEAR_361	361	shame
ISEAR_362	362	guilt
ISEAR_363	363	joy
ISEAR_364	364	fear
ISEAR_365	365	anger
ISEAR_366	366	sadness
ISEAR_367	367	disgust
ISEAR_368	368	shame
ISEAR_369	369	guilt
ISEAR_370	370	joy
ISEAR_371	371	fear
ISEAR_372	372	anger
ISEAR_373	373	sadness
ISEAR_374	374	disgust
ISEAR_375	375	shame
ISEAR_376	376	guilt
ISEAR_377	377	joy
ISEAR_378	378	fear
ISEAR_379	379	anger
ISEAR_380	380	sadness
ISEAR_381	381	disgust
ISEAR_382	382	shame
ISEAR_383	383	guilt
ISEAR_384	384	joy
ISEAR_385	385	fear
ISEAR_386	386	anger
ISEAR_387	387	sadness
ISEAR_388	388	disgust
ISEAR_389	389	shame
ISEAR_390	390	guilt
ISEAR_391	391	joy
ISEAR_392	392	fear
ISEAR_393	393	anger
ISEAR_394	394	sadness
ISEAR_395	395	disgust
ISEAR_396	396	shame
ISEAR_397	397	guilt
ISEAR_398	398	joy
ISEAR_399	399	fear
ISEAR_400	400	anger
ISEAR_401	401	sadness
ISEAR_402	402	disgust
ISEAR_403	403	shame
ISEAR_404	404	guilt
ISEAR_405	405	joy
ISEAR_406	406	fear
ISEAR_407	407	anger
ISEAR_408	408	sadness
ISEAR_409	409	disgust
ISEAR_410	410	shame
ISEAR_411	411	guilt
ISEAR_412	412	joy
ISEAR_413	413	fear
ISEAR_414	414	anger
ISEAR_415	415	sadness
ISEAR_416	416	disgust
ISEAR_417	417	shame
ISEAR_418	418	guilt
ISEAR_419	419	joy
ISEAR_420	420	fear
ISEAR_421	421	anger
ISEAR_422	422	sadness
ISEAR_423	423	disgust
ISEAR_424	424	shame
ISEAR_425	425	guilt
ISEAR_426	426	joy
ISEAR_427	427	fear
ISEAR_428	428	anger
ISEAR_429	429	sadness
ISEAR_430	430	disgust
ISEAR_431	431	shame
ISEAR_432	432	guilt
ISEAR_433	433	joy
ISEAR_434	434	fear
ISEAR_435	435	anger
ISEAR_436	436	sadness
ISEAR_437	437	disgust
ISEAR_438	438	shame
ISEAR_439	439	guilt
ISEAR_440	440	joy
ISEAR_441	441	fear
ISEAR_442	442	anger
ISEAR_443	443	sadness
ISEAR_444	444	disgust
ISEAR_445	445	shame
ISEAR_446	446	guilt
ISEAR_447	447	joy
ISEAR_448	448	fear
ISEAR_449	449	anger
ISEAR_450	450	sadness
ISEAR_451	451	disgust
ISEAR_452	452	shame
ISEAR_453	453	guilt
ISEAR_454	454	joy
ISEAR_455	455	fear
ISEAR_456	456	anger
ISEAR_457	457	sadness
ISEAR_458	458	disgust
ISEAR_459	459	shame
ISEAR_460	460	guilt
ISEAR_461	461	joy
ISEAR_462	462	fear
ISEAR_463	463	anger
ISEAR_464	464	sadness
ISEAR_465	465	disgust
ISEAR_466	466	shame
ISEAR_467	467	guilt
ISEAR_468	468	joy
ISEAR_469	469	fear
ISEAR_470	470	joy
ISEAR_471	471	fear
ISEAR_472	472	anger
ISEAR_473	473	joy
ISEAR_474	474	fear
ISEAR_475	475	anger
ISEAR_476	476	sadness
ISEAR_477	477	guilt
ISEAR_478	478	joy
ISEAR_479	479	joy
ISEAR_480	480	fear
ISEAR_481	481	anger
ISEAR_482	482	sadness
ISEAR_483	483	disgust
ISEAR_484	484	shame
ISEAR_485	485	guilt
ISEAR_486	486	joy
ISEAR_487	487	fear
ISEAR_488	488	anger
ISEAR_489	489	sadness
ISEAR_490	490	disgust
ISEAR_491	491	shame
ISEAR_492	492	guilt
ISEAR_493	493	joy
ISEAR_494	494	fear
ISEAR_495	495	anger
ISEAR_496	496	sadness
ISEAR_497	497	disgust
ISEAR_498	498	shame
ISEAR_499	499	guilt
ISEAR_500	500	fear
ISEAR_501	501	fear
ISEAR_502	502	anger
ISEAR_503	503	sadness
ISEAR_504	504	disgust
ISEAR_505	505	shame
ISEAR_506	506	guilt
ISEAR_507	507	joy
ISEAR_508	508	fear
ISEAR_509	509	anger
ISEAR_510	510	sadness
ISEAR_511	511	disgust
ISEAR_512	512	shame
ISEAR_513	513	guilt
ISEAR_514	514	joy
ISEAR_515	515	fear
ISEAR_516	516	anger
ISEAR_517	517	sadness
ISEAR_518	518	disgust
ISEAR_519	519	shame
ISEAR_520	520	guilt
ISEAR_521	521	joy
ISEAR_522	522	fear
ISEAR_523	523	guilt
ISEAR_524	524	joy
ISEAR_525	525	fear
ISEAR_526	526	anger
ISEAR_527	527	sadness
ISEAR_528	528	disgust
ISEAR_529	529	shame
ISEAR_530	530	guilt
ISEAR_531	531	joy
ISEAR_532	532	fear
ISEAR_533	533	anger
ISEAR_534	534	sadness
ISEAR_535	535	disgust
ISEAR_536	536	shame
ISEAR_537	537	guilt
ISEAR_538	538	joy
ISEAR_539	539	fear
ISEAR_540	540	anger
ISEAR_541	541	sadness
ISEAR_542	542	disgust
ISEAR_543	543	shame
ISEAR_544	544	guilt
ISEAR_545	545	fear
ISEAR_546	546	anger
ISEAR_547	547	sadness
ISEAR_548	548	disgust
ISEAR_549	549	shame
ISEAR_550	550	guilt
ISEAR_551	551	joy
ISEAR_552	552	fear
ISEAR_553	553	anger
ISEAR_554	554	sadness
ISEAR_555	555	disgust
ISEAR_556	556	fear
ISEAR_557	557	anger
ISEAR_558	558	sadness
ISEAR_559	559	disgust
ISEAR_560	560	guilt
ISEAR_561	561	joy
ISEAR_562	562	fear
ISEAR_563	563	anger
ISEAR_564	564	sadness
ISEAR_565	565	joy
ISEAR_566	566	fear
ISEAR_567	567	anger
ISEAR_568	568	disgust
ISEAR_569	569	guilt
ISEAR_570	570	joy
ISEAR_571	571	fear
ISEAR_572	572	anger
ISEAR_573	573	sadness
ISEAR_574	574	disgust
ISEAR_575	575	guilt
ISEAR_576	576	joy
ISEAR_577	577	fear
ISEAR_578	578	anger
ISEAR_579	579	sadness
ISEAR_580	580	disgust
ISEAR_581	581	shame
ISEAR_582	582	joy
ISEAR_583	583	fear
ISEAR_584	584	disgust
ISEAR_585	585	guilt
ISEAR_586	586	joy
ISEAR_587	587	fear
ISEAR_588	588	anger
ISEAR_589	589	disgust
ISEAR_590	590	guilt
ISEAR_591	591	joy
ISEAR_592	592	fear
ISEAR_593	593	anger
ISEAR_594	594	sadness
ISEAR_595	595	disgust
ISEAR_596	596	guilt
ISEAR_597	597	joy
ISEAR_598	598	fear
ISEAR_599	599	anger
ISEAR_600	600	sadness
ISEAR_601	601	disgust
ISEAR_602	602	shame
ISEAR_603	603	guilt
ISEAR_604	604	joy
ISEAR_605	605	fear
ISEAR_606	606	sadness
ISEAR_607	607	disgust
ISEAR_608	608	joy
ISEAR_609	609	fear
ISEAR_610	610	anger
ISEAR_611	611	sadness
ISEAR_612	612	disgust
ISEAR_613	613	guilt
ISEAR_614	614	joy
ISEAR_615	615	fear
ISEAR_616	616	anger
ISEAR_617	617	sadness
ISEAR_618	618	joy
ISEAR_619	619	fear
ISEAR_620	620	anger
ISEAR_621	621	sadness
ISEAR_622	622	disgust
ISEAR_623	623	shame
ISEAR_624	624	guilt
ISEAR_625	625	joy
ISEAR_626	626	fear
ISEAR_627	627	anger
ISEAR_628	628	sadness
ISEAR_629	629	shame
ISEAR_630	630	guilt
ISEAR_631	631	joy
ISEAR_632	632	fear
ISEAR_633	633	anger
ISEAR_634	634	sadness
ISEAR_635	635	disgust
ISEAR_636	636	shame
ISEAR_637	637	guilt
ISEAR_638	638	joy
ISEAR_639	639	fear
ISEAR_640	640	anger
ISEAR_641	641	sadness
ISEAR_642	642	disgust
ISEAR_643	643	shame
ISEAR_644	644	joy
ISEAR_645	645	fear
ISEAR_646	646	anger
ISEAR_647	647	sadness
ISEAR_648	648	disgust
ISEAR_649	649	shame
ISEAR_650	650	guilt
ISEAR_651	651	joy
ISEAR_652	652	fear
ISEAR_653	653	anger
ISEAR_654	654	sadness
ISEAR_655	655	disgust
ISEAR_656	656	shame
ISEAR_657	657	guilt
ISEAR_658	658	joy
ISEAR_659	659	fear
ISEAR_660	660	anger
ISEAR_661	661	sadness
ISEAR_662	662	disgust
ISEAR_663	663	shame
ISEAR_664	664	guilt
ISEAR_665	665	joy
ISEAR_666	666	fear
ISEAR_667	667	anger
ISEAR_668	668	sadness
ISEAR_669	669	disgust
ISEAR_670	670	shame
ISEAR_671	671	guilt
ISEAR_672	672	joy
ISEAR_673	673	fear
ISEAR_674	674	anger
ISEAR_675	675	sadness
ISEAR_676	676	shame
ISEAR_677	677	guilt
ISEAR_678	678	joy
ISEAR_679	679	fear
ISEAR_680	680	anger
ISEAR_681	681	sadness
ISEAR_682	682	disgust
ISEAR_683	683	shame
ISEAR_684	684	guilt
ISEAR_685	685	joy
ISEAR_686	686	fear
ISEAR_687	687	anger
ISEAR_688	688	sadness
ISEAR_689	689	disgust
ISEAR_690	690	shame
ISEAR_691	691	guilt
ISEAR_692	692	joy
ISEAR_693	693	fear
ISEAR_694	694	anger
ISEAR_695	695	sadness
ISEAR_696	696	disgust
ISEAR_697	697	shame
ISEAR_698	698	guilt
ISEAR_699	699	joy
ISEAR_700	700	fear
ISEAR_701	701	anger
ISEAR_702	702	sadness
ISEAR_703	703	disgust
ISEAR_704	704	shame
ISEAR_705	705	guilt
ISEAR_706	706	joy
ISEAR_707	707	fear
ISEAR_708	708	anger
ISEAR_709	709	sadness
ISEAR_710	710	disgust
ISEAR_711	711	shame
ISEAR_712	712	guilt
ISEAR_713	713	joy
ISEAR_714	714	fear
ISEAR_715	715	anger
ISEAR_716	716	sadness
ISEAR_717	717	disgust
ISEAR_718	718	shame
ISEAR_719	719	guilt
ISEAR_720	720	joy
ISEAR_721	721	fear
ISEAR_722	722	anger
ISEAR_723	723	sadness
ISEAR_724	724	disgust
ISEAR_725	725	shame
ISEAR_726	726	guilt
ISEAR_727	727	joy
ISEAR_728	728	anger
ISEAR_729	729	sadness
ISEAR_730	730	guilt
ISEAR_731	731	joy
ISEAR_732	732	fear
ISEAR_733	733	anger
ISEAR_734	734	sadness
ISEAR_735	735	disgust
ISEAR_736	736	shame
ISEAR_737	737	guilt
ISEAR_738	738	joy
ISEAR_739	739	fear
ISEAR_740	740	anger
ISEAR_741	741	sadness
ISEAR_742	742	disgust
ISEAR_743	743	shame
ISEAR_744	744	guilt
ISEAR_745	745	joy
ISEAR_746	746	fear
ISEAR_747	747	anger
ISEAR_748	748	sadness
ISEAR_749	749	disgust
ISEAR_750	750	shame
ISEAR_751	751	guilt
ISEAR_752	752	joy
ISEAR_753	753	fear
ISEAR_754	754	anger
ISEAR_755	755	sadness
ISEAR_756	756	disgust
ISEAR_757	757	shame
ISEAR_758	758	guilt
ISEAR_759	759	joy
ISEAR_760	760	fear
ISEAR_761	761	anger
ISEAR_762	762	sadness
ISEAR_763	763	disgust
ISEAR_764	764	shame
ISEAR_765	765	guilt
ISEAR_766	766	joy
ISEAR_767	767	fear
ISEAR_768	768	anger
ISEAR_769	769	sadness
ISEAR_770	770	disgust
ISEAR_771	771	shame
ISEAR_772	772	guilt
ISEAR_773	773	joy
ISEAR_774	774	fear
ISEAR_775	775	anger
ISEAR_776	776	sadness
ISEAR_777	777	disgust
ISEAR_778	778	shame
ISEAR_779	779	guilt
ISEAR_780	780	joy
ISEAR_781	781	fear
ISEAR_782	782	anger
ISEAR_783	783	sadness
ISEAR_784	784	disgust
ISEAR_785	785	shame
ISEAR_786	786	guilt
ISEAR_787	787	joy
ISEAR_788	788	fear
ISEAR_789	789	anger
ISEAR_790	790	sadness
ISEAR_791	791	disgust
ISEAR_792	792	shame
ISEAR_793	793	guilt
ISEAR_794	794	joy
ISEAR_795	795	fear
ISEAR_796	796	anger
ISEAR_797	797	sadness
ISEAR_798	798	disgust
ISEAR_799	799	shame
ISEAR_800	800	guilt
ISEAR_801	801	joy
ISEAR_802	802	fear
ISEAR_803	803	anger
ISEAR_804	804	sadness
ISEAR_805	805	disgust
ISEAR_806	806	shame
ISEAR_807	807	guilt
ISEAR_808	808	joy
ISEAR_809	809	fear
ISEAR_810	810	anger
ISEAR_811	811	sadness
ISEAR_812	812	disgust
ISEAR_813	813	shame
ISEAR_814	814	guilt
ISEAR_815	815	joy
ISEAR_816	816	fear
ISEAR_817	817	anger
ISEAR_818	818	sadness
ISEAR_819	819	disgust
ISEAR_820	820	shame
ISEAR_821	821	guilt
ISEAR_822	822	joy
ISEAR_823	823	fear
ISEAR_824	824	anger
ISEAR_825	825	sadness
ISEAR_826	826	disgust
ISEAR_827	827	shame
ISEAR_828	828	guilt
ISEAR_829	829	joy
ISEAR_830	830	fear
ISEAR_831	831	anger
ISEAR_832	832	sadness
ISEAR_833	833	disgust
ISEAR_834	834	shame
ISEAR_835	835	guilt
ISEAR_836	836	joy
ISEAR_837	837	fear
ISEAR_838	838	anger
ISEAR_839	839	sadness
ISEAR_840	840	disgust
ISEAR_841	841	shame
ISEAR_842	842	guilt
ISEAR_843	843	joy
ISEAR_844	844	fear
ISEAR_845	845	anger
ISEAR_846	846	sadness
ISEAR_847	847	disgust
ISEAR_848	848	shame
ISEAR_849	849	guilt
ISEAR_850	850	joy
ISEAR_851	851	fear
ISEAR_852	852	anger
ISEAR_853	853	sadness
ISEAR_854	854	disgust
ISEAR_855	855	shame
ISEAR_856	856	guilt
ISEAR_857	857	joy
ISEAR_858	858	fear
ISEAR_859	859	anger
ISEAR_860	860	sadness
ISEAR_861	861	disgust
ISEAR_862	862	shame
ISEAR_863	863	guilt
ISEAR_864	864	joy
ISEAR_865	865	fear
ISEAR_866	866	anger
ISEAR_867	867	sadness
ISEAR_868	868	disgust
ISEAR_869	869	shame
ISEAR_870	870	guilt
ISEAR_871	871	joy
ISEAR_872	872	fear
ISEAR_873	873	anger
ISEAR_874	874	sadness
ISEAR_875	875	disgust
ISEAR_876	876	shame
ISEAR_877	877	guilt
ISEAR_878	878	joy
ISEAR_879	879	fear
ISEAR_880	880	anger
ISEAR_881	881	sadness
ISEAR_882	882	disgust
ISEAR_883	883	shame
ISEAR_884	884	guilt
ISEAR_885	885	joy
ISEAR_886	886	fear
ISEAR_887	887	anger
ISEAR_888	888	sadness
ISEAR_889	889	disgust
ISEAR_890	890	shame
ISEAR_891	891	guilt
ISEAR_892	892	joy
ISEAR_893	893	fear
ISEAR_894	894	anger
ISEAR_895	895	sadness
ISEAR_896	896	disgust
ISEAR_897	897	joy
ISEAR_898	898	fear
ISEAR_899	899	anger
ISEAR_900	900	sadness
ISEAR_901	901	disgust
ISEAR_902	902	shame
ISEAR_903	903	guilt
ISEAR_904	904	joy
ISEAR_905	905	fear
ISEAR_906	906	anger
ISEAR_907	907	sadness
ISEAR_908	908	disgust
ISEAR_909	909	shame
ISEAR_910	910	guilt
ISEAR_911	911	joy
ISEAR_912	912	fear
ISEAR_913	913	anger
ISEAR_914	914	sadness
ISEAR_915	915	disgust
ISEAR_916	916	shame
ISEAR_917	917	guilt
ISEAR_918	918	joy
ISEAR_919	919	fear
ISEAR_920	920	anger
ISEAR_921	921	sadness
ISEAR_922	922	disgust
ISEAR_923	923	shame
ISEAR_924	924	guilt
ISEAR_925	925	joy
ISEAR_926	926	fear
ISEAR_927	927	anger
ISEAR_928	928	sadness
ISEAR_929	929	disgust
ISEAR_930	930	shame
ISEAR_931	931	guilt
ISEAR_932	932	joy
ISEAR_933	933	fear
ISEAR_934	934	anger
ISEAR_935	935	sadness
ISEAR_936	936	disgust
ISEAR_937	937	shame
ISEAR_938	938	guilt
ISEAR_939	939	joy
ISEAR_940	940	fear
ISEAR_941	941	anger
ISEAR_942	942	sadness
ISEAR_943	943	disgust
ISEAR_944	944	shame
ISEAR_945	945	guilt
ISEAR_946	946	fear
ISEAR_947	947	anger
ISEAR_948	948	sadness
ISEAR_949	949	disgust
ISEAR_950	950	shame
ISEAR_951	951	guilt
ISEAR_952	952	joy
ISEAR_953	953	fear
ISEAR_954	954	anger
ISEAR_955	955	sadness
ISEAR_956	956	disgust
ISEAR_957	957	shame
ISEAR_958	958	guilt
ISEAR_959	959	joy
ISEAR_960	960	fear
ISEAR_961	961	anger
ISEAR_962	962	sadness
ISEAR_963	963	disgust
ISEAR_964	964	shame
ISEAR_965	965	guilt
ISEAR_966	966	joy
ISEAR_967	967	fear
ISEAR_968	968	anger
ISEAR_969	969	sadness
ISEAR_970	970	disgust
ISEAR_971	971	shame
ISEAR_972	972	guilt
ISEAR_973	973	joy
ISEAR_974	974	fear
ISEAR_975	975	anger
ISEAR_976	976	sadness
ISEAR_977	977	disgust
ISEAR_978	978	shame
ISEAR_979	979	guilt
ISEAR_980	980	joy
ISEAR_981	981	fear
ISEAR_982	982	anger
ISEAR_983	983	sadness
ISEAR_984	984	disgust
ISEAR_985	985	shame
ISEAR_986	986	guilt
ISEAR_987	987	joy
ISEAR_988	988	fear
ISEAR_989	989	anger
ISEAR_990	990	sadness
ISEAR_991	991	disgust
ISEAR_992	992	shame
ISEAR_993	993	guilt
ISEAR_994	994	joy
ISEAR_995	995	fear
ISEAR_996	996	anger
ISEAR_997	997	sadness
ISEAR_998	998	disgust
ISEAR_999	999	shame
ISEAR_1000	1000	guilt
ISEAR_1001	1001	joy
ISEAR_1002	1002	fear
ISEAR_1003	1003	anger
ISEAR_1004	1004	sadness
ISEAR_1005	1005	disgust
ISEAR_1006	1006	shame
ISEAR_1007	1007	guilt
ISEAR_1008	1008	joy
ISEAR_1009	1009	fear
ISEAR_1010	1010	anger
ISEAR_1011	1011	sadness
ISEAR_1012	1012	disgust
ISEAR_1013	1013	shame
ISEAR_1014	1014	guilt
ISEAR_1015	1015	joy
ISEAR_1016	1016	fear
ISEAR_1017	1017	anger
ISEAR_1018	1018	sadness
ISEAR_1019	1019	disgust
ISEAR_1020	1020	shame
ISEAR_1021	1021	guilt
ISEAR_1022	1022	joy
ISEAR_1023	1023	fear
ISEAR_1024	1024	anger
ISEAR_1025	1025	sadness
ISEAR_1026	1026	disgust
ISEAR_1027	1027	shame
ISEAR_1028	1028	guilt
ISEAR_1029	1029	joy
ISEAR_1030	1030	fear
ISEAR_1031	1031	anger
ISEAR_1032	1032	sadness
ISEAR_1033	1033	disgust
ISEAR_1034	1034	shame
